ticker,company,gics_sector,n_values,E_score,E_families,E_family_list,E_anchor,E_level,S_score,S_families,S_family_list,S_anchor,S_level,G_score,G_families,G_family_list,G_anchor,G_level,e_band_width,n_reliable
HST,Host Hotels & Resorts,Real Estate,15,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
HWM,Howmet Aerospace,Industrials,27,1.6,2,"ghg, schadstoffe",True,belastbar,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,50.00000000000001,2
HPQ,HP Inc.,Information Technology,40,2.7,4,"effizienz, ghg, klimaziele, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,45.45454545454545,3
HUBB,Hubbell Incorporated,Industrials,12,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
HUM,Humana,Health Care,16,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
HBAN,Huntington Bancshares,Financials,11,0.0,0,,False,keine,0.7,1,lohnrecht,False,dünn,0.2,1,lieferkette,False,dünn,,0
HII,Huntington Ingalls Industries,Industrials,26,1.6,2,"ghg, schadstoffe",True,belastbar,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,48.36601307189543,2
IBM,IBM,Information Technology,12,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
IEX,IDEX Corporation,Industrials,14,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
IDXX,Idexx Laboratories,Health Care,12,0.0,0,,False,keine,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
ITW,Illinois Tool Works,Industrials,17,1.6,2,"ghg, schadstoffe",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,14.444444444444445,1
INCY,Incyte,Health Care,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
IR,Ingersoll Rand,Industrials,23,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
PODD,Insulet Corporation,Health Care,12,0.0,0,,False,keine,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
INTC,Intel,Information Technology,27,1.9,3,"ghg, klimaziele, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,44.444444444444436,1
IBKR,Interactive Brokers,Financials,3,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
ICE,Intercontinental Exchange,Financials,7,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
IFF,International Flavors & Fragrances,Materials,26,1.9,3,"ghg, klimaziele, schadstoffe",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,16.666666666666664,2
IP,International Paper,Materials,34,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,16.666666666666664,3
INTU,Intuit,Information Technology,16,0.3,1,klimaziele,False,dünn,0.7,1,lohnrecht,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
ISRG,Intuitive Surgical,Health Care,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
IVZ,Invesco,Financials,10,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
INVH,Invitation Homes,Real Estate,4,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
IQV,IQVIA,Health Care,10,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
IRM,Iron Mountain,Real Estate,17,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
JBHT,J.B. Hunt,Industrials,12,0.0,0,,False,keine,0.7,1,lohnrecht,False,dünn,0.2,1,lieferkette,False,dünn,,0
JBL,Jabil,Information Technology,24,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
JKHY,Jack Henry & Associates,Financials,11,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
J,Jacobs Solutions,Industrials,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
JNJ,Johnson & Johnson,Health Care,26,1.5,3,"klimaziele, natur, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,1
JCI,Johnson Controls,Industrials,30,1.9,3,"ghg, klimaziele, schadstoffe",True,belastbar,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,,3
JPM,JPMorgan Chase,Financials,13,0.3,1,klimaziele,False,dünn,1.1,2,"lohnrecht, sozialbewertung",False,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
KVUE,Kenvue,Consumer Staples,18,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
KDP,Keurig Dr Pepper,Consumer Staples,24,1.5,3,"klimaziele, natur, schadstoffe",True,belastbar,1.1,2,"lohnrecht, sozialbewertung",False,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,1
KEY,KeyCorp,Financials,9,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
KEYS,Keysight Technologies,Information Technology,20,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
KMB,Kimberly-Clark,Consumer Staples,30,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,26.92307692307692,2
KIM,Kimco Realty,Real Estate,10,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
KMI,Kinder Morgan,Energy,22,1.6,2,"ghg, schadstoffe",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,6.25,1
KKR,KKR & Co.,Financials,20,1.1,2,"ghg, klimaziele",True,eingeschränkt,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,28.57142857142857,0
KLAC,KLA Corporation,Information Technology,23,0.3,1,klimaziele,False,dünn,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
KHC,Kraft Heinz,Consumer Staples,38,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,7.692307692307693,3
KR,Kroger,Consumer Staples,26,1.5,3,"klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,2
LHX,L3Harris,Industrials,19,0.8,1,schadstoffe,True,eingeschränkt,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.2,1,lieferkette,False,dünn,,1
LH,Labcorp,Health Care,17,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
LRCX,Lam Research,Information Technology,24,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
LVS,Las Vegas Sands,Consumer Discretionary,11,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
LDOS,Leidos,Industrials,15,0.0,0,,False,keine,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.2,1,lieferkette,False,dünn,,1
LEN,Lennar,Consumer Discretionary,14,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
LII,Lennox International,Industrials,23,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,,1
LLY,Lilly (Eli),Health Care,26,1.6,2,"ghg, schadstoffe",True,belastbar,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,90.0,2
LIN,Linde plc,Materials,32,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,16.66666666666668,2
LYV,Live Nation Entertainment,Communication Services,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
LMT,Lockheed Martin,Industrials,25,1.6,2,"ghg, schadstoffe",True,belastbar,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,37.5,2
L,Loews Corporation,Financials,14,0.8,1,ghg,True,eingeschränkt,0.0,0,,False,keine,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,4.761904761904759,0
LOW,Lowe's,Consumer Discretionary,25,0.3,1,klimaziele,False,dünn,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
LULU,Lululemon Athletica,Consumer Discretionary,15,0.7,2,"klimaziele, natur",False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
LITE,Lumentum,Information Technology,17,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
LYB,LyondellBasell,Materials,26,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,16.66666666666667,1
MTB,M&T Bank,Financials,10,0.0,0,,False,keine,0.7,1,lohnrecht,False,dünn,0.2,1,lieferkette,False,dünn,,0
MPC,Marathon Petroleum,Energy,30,1.9,3,"ghg, klimaziele, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,31.25,2
MAR,Marriott International,Consumer Discretionary,22,0.3,1,klimaziele,False,dünn,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
MRSH,Marsh McLennan,Financials,12,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
MLM,Martin Marietta Materials,Materials,32,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,16.666666666666668,2
MRVL,Marvell Technology,Information Technology,11,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
MAS,Masco,Industrials,19,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
MA,Mastercard,Financials,15,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
MKC,McCormick & Company,Consumer Staples,29,1.5,3,"klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,2
MCD,McDonald's,Consumer Discretionary,27,0.7,2,"klimaziele, natur",False,dünn,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
MCK,McKesson Corporation,Health Care,12,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
MDT,Medtronic,Health Care,19,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
MRK,Merck & Co.,Health Care,25,2.4,3,"effizienz, ghg, schadstoffe",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,50.0,1
META,Meta Platforms,Communication Services,17,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
MET,MetLife,Financials,13,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
MTD,Mettler Toledo,Health Care,22,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
MGM,MGM Resorts,Consumer Discretionary,28,1.1,2,"ghg, klimaziele",True,eingeschränkt,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,50.0,2
MCHP,Microchip Technology,Information Technology,27,1.9,3,"ghg, klimaziele, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,45.45454545454545,1
MU,Micron Technology,Information Technology,27,1.9,3,"ghg, klimaziele, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,45.55555555555556,1
MSFT,Microsoft,Information Technology,17,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
MAA,Mid-America Apartment Communities,Real Estate,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
MRNA,Moderna,Health Care,22,0.7,2,"klimaziele, natur",False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
TAP,Molson Coors Beverage Company,Consumer Staples,34,3.1,5,"effizienz, ghg, klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,76.92307692307692,2
MDLZ,Mondelez International,Consumer Staples,37,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,,3
MPWR,Monolithic Power Systems,Information Technology,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
MNST,Monster Beverage,Consumer Staples,14,0.7,2,"klimaziele, natur",False,dünn,0.4,1,sozialbewertung,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
MCO,Moody's Corporation,Financials,13,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
MS,Morgan Stanley,Financials,16,1.1,2,"ghg, klimaziele",True,eingeschränkt,0.4,1,sozialbewertung,False,dünn,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,,0
MOS,Mosaic Company (The),Materials,32,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,11.111111111111128,2
MSI,Motorola Solutions,Information Technology,12,0.0,0,,False,keine,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
MSCI,MSCI,Financials,13,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
NDAQ,"Nasdaq, Inc.",Financials,13,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
NTAP,NetApp,Information Technology,17,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
NFLX,Netflix,Communication Services,22,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
NEM,Newmont,Materials,28,2.5,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,0.4,1,sozialbewertung,False,dünn,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,5.555555555555557,2
NWSA,News Corp (Class A),Communication Services,13,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
NWS,News Corp (Class B),Communication Services,0,0.0,0,,False,keine,0.0,0,,False,keine,0.0,0,,False,keine,,0
NEE,NextEra Energy,Utilities,29,2.9,4,"effizienz, ghg, klimaziele, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,48.888888888888886,1
NKE,"Nike, Inc.",Consumer Discretionary,22,0.7,2,"klimaziele, natur",False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
NI,NiSource,Utilities,24,1.8,2,"ghg, schadstoffe",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,18.51851851851852,1
NDSN,Nordson Corporation,Industrials,14,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
NSC,Norfolk Southern,Industrials,23,1.1,2,"ghg, klimaziele",True,eingeschränkt,0.7,1,lohnrecht,False,dünn,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,33.33333333333333,1
NTRS,Northern Trust,Financials,18,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
NOC,Northrop Grumman,Industrials,22,1.6,2,"ghg, schadstoffe",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,43.05555555555556,1
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,11,0.7,2,"klimaziele, natur",False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
NRG,NRG Energy,Utilities,32,2.1,3,"ghg, klimaziele, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,14.81481481481481,2
NUE,Nucor,Materials,27,2.3,4,"ghg, klimaziele, natur, schadstoffe",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,16.666666666666664,1
NVDA,Nvidia,Information Technology,21,0.3,1,klimaziele,False,dünn,1.1,2,"lohnrecht, sozialbewertung",False,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
NVR,"NVR, Inc.",Consumer Discretionary,14,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
NXPI,NXP Semiconductors,Information Technology,28,1.1,2,"ghg, klimaziele",True,eingeschränkt,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,81.81818181818181,1
ORLY,O'Reilly Automotive,Consumer Discretionary,16,0.3,1,klimaziele,False,dünn,1.1,2,"lohnrecht, sozialbewertung",False,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
