ticker,company,gics_sector,n_values,E_score,E_families,E_family_list,E_anchor,E_level,S_score,S_families,S_family_list,S_anchor,S_level,G_score,G_families,G_family_list,G_anchor,G_level,e_band_width,n_reliable
PRU,Prudential Financial,Financials,9,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
PEG,Public Service Enterprise Group,Utilities,28,1.8,3,"ghg, klimaziele, trend",True,belastbar,0.0,0,,False,keine,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,15.079365079365076,2
PTC,PTC Inc.,Information Technology,13,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
PSA,Public Storage,Real Estate,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
PHM,PulteGroup,Consumer Discretionary,12,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
PWR,Quanta Services,Industrials,13,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
QCOM,Qualcomm,Information Technology,38,1.6,3,"ghg, klimaziele, trend",True,belastbar,1.1,2,"lohnrecht, sozialbewertung",False,eingeschränkt,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,36.36363636363637,2
DGX,Quest Diagnostics,Health Care,12,0.0,0,,False,keine,0.7,1,lohnrecht,False,dünn,0.2,1,lieferkette,False,dünn,,0
Q,Qnity Electronics,Information Technology,4,0.0,0,,False,keine,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
RL,Ralph Lauren Corporation,Consumer Discretionary,19,0.7,2,"klimaziele, natur",False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
RJF,Raymond James Financial,Financials,9,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
RDDT,Reddit,Communication Services,9,0.0,0,,False,keine,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
RTX,RTX Corporation,Industrials,29,2.1,3,"ghg, schadstoffe, trend",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,55.555555555555564,2
O,Realty Income,Real Estate,9,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
REG,Regency Centers,Real Estate,10,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
REGN,Regeneron Pharmaceuticals,Health Care,9,0.0,0,,False,keine,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
RF,Regions Financial Corporation,Financials,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
RSG,Republic Services,Industrials,42,2.4,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,16.666666666666664,3
RMD,ResMed|,Health Care,14,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
RVTY,Revvity,Health Care,14,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
HOOD,Robinhood Markets,Financials,4,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
ROK,Rockwell Automation,Industrials,17,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
ROL,"Rollins, Inc.",Industrials,8,0.0,0,,False,keine,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
ROP,Roper Technologies,Information Technology,12,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
ROST,Ross Stores,Consumer Discretionary,12,0.7,2,"klimaziele, natur",False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
RCL,Royal Caribbean Group,Consumer Discretionary,11,0.7,2,"klimaziele, natur",False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
SPGI,S&P Global,Financials,20,0.3,1,klimaziele,False,dünn,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
CRM,Salesforce,Information Technology,12,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
SNDK,Sandisk,Information Technology,8,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
SBAC,SBA Communications,Real Estate,12,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
SLB,Schlumberger,Energy,13,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
STX,Seagate Technology,Information Technology,19,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
SRE,Sempra,Utilities,28,2.3,3,"effizienz, ghg, trend",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,29.629629629629633,2
NOW,ServiceNow,Information Technology,15,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
SHW,Sherwin-Williams,Materials,21,1.5,3,"klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.2,1,lieferkette,False,dünn,,2
SPG,Simon Property Group,Real Estate,17,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
SWKS,Skyworks Solutions,Information Technology,30,2.1,3,"ghg, schadstoffe, trend",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,45.45454545454545,2
SJM,J.M. Smucker Company (The),Consumer Staples,35,2.8,5,"ghg, klimaziele, natur, schadstoffe, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.1,3,"greenwashing, lieferkette, zusagen",False,eingeschränkt,46.15384615384616,1
SW,Smurfit Westrock,Materials,33,3.6,6,"effizienz, ghg, klimaziele, natur, schadstoffe, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,22.22222222222223,2
SNA,Snap-on,Industrials,12,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
SOLV,Solventum,Health Care,14,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
SO,Southern Company,Utilities,41,3.4,5,"effizienz, ghg, klimaziele, schadstoffe, trend",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,34.65608465608467,3
LUV,Southwest Airlines,Industrials,18,0.3,1,klimaziele,False,dünn,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.2,1,lieferkette,False,dünn,,1
SWK,Stanley Black & Decker,Industrials,22,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
SBUX,Starbucks,Consumer Discretionary,24,0.7,2,"klimaziele, natur",False,dünn,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
STT,State Street Corporation,Financials,9,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
STLD,Steel Dynamics,Materials,33,2.8,5,"ghg, klimaziele, natur, schadstoffe, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,22.222222222222214,2
STE,Steris,Health Care,22,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
SYK,Stryker Corporation,Health Care,18,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
SMCI,Supermicro,Information Technology,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
SYF,Synchrony Financial,Financials,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
SNPS,Synopsys,Information Technology,13,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
SYY,Sysco,Consumer Staples,24,0.7,2,"klimaziele, natur",False,dünn,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
TMUS,T-Mobile US,Communication Services,17,0.3,1,klimaziele,False,dünn,0.7,1,lohnrecht,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
TROW,T. Rowe Price,Financials,10,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
TTWO,Take-Two Interactive,Communication Services,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
TPR,"Tapestry, Inc.",Consumer Discretionary,20,0.7,2,"klimaziele, natur",False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
TRGP,Targa Resources,Energy,34,2.4,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,1.1,2,"lohnrecht, sozialbewertung",False,eingeschränkt,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,14.583333333333329,2
TGT,Target Corporation,Consumer Staples,27,0.3,1,klimaziele,False,dünn,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.7,3,"lieferkette, regeltreue, zusagen",True,belastbar,,2
TEL,TE Connectivity,Information Technology,22,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
TDY,Teledyne Technologies,Information Technology,13,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
TER,Teradyne,Information Technology,14,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
TSLA,"Tesla, Inc.",Consumer Discretionary,41,2.4,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,50.0,3
TXN,Texas Instruments,Information Technology,39,2.4,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,44.44444444444444,2
TPL,Texas Pacific Land Corporation,Energy,4,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
TXT,Textron,Industrials,33,2.1,3,"ghg, schadstoffe, trend",True,belastbar,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,25.0,3
TMO,Thermo Fisher Scientific,Health Care,35,2.4,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,50.0,2
TJX,TJX Companies,Consumer Discretionary,20,0.7,2,"klimaziele, natur",False,dünn,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.2,1,lieferkette,False,dünn,,1
TKO,TKO Group Holdings,Communication Services,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
TTD,Trade Desk (The),Communication Services,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
TSCO,Tractor Supply,Consumer Discretionary,19,0.3,1,klimaziele,False,dünn,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
TT,Trane Technologies,Industrials,17,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
TDG,TransDigm Group,Industrials,12,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
TRV,Travelers Companies (The),Financials,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
TRMB,Trimble Inc.,Information Technology,15,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
TFC,Truist Financial,Financials,9,0.0,0,,False,keine,0.7,1,lohnrecht,False,dünn,0.2,1,lieferkette,False,dünn,,0
TYL,Tyler Technologies,Information Technology,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
TSN,Tyson Foods,Consumer Staples,44,2.8,5,"ghg, klimaziele, natur, schadstoffe, trend",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,38.46153846153845,3
USB,U.S. Bancorp,Financials,8,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
UBER,Uber,Industrials,14,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
UDR,"UDR, Inc.",Real Estate,14,0.3,1,klimaziele,False,dünn,0.7,1,lohnrecht,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
ULTA,Ulta Beauty,Consumer Discretionary,20,0.3,1,klimaziele,False,dünn,1.1,2,"lohnrecht, sozialbewertung",False,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
UNP,Union Pacific Corporation,Industrials,16,0.3,1,klimaziele,False,dünn,0.7,1,lohnrecht,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
UAL,United Airlines Holdings,Industrials,20,0.3,1,klimaziele,False,dünn,1.1,2,"lohnrecht, sozialbewertung",False,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
UPS,United Parcel Service,Industrials,18,0.3,1,klimaziele,False,dünn,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.2,1,lieferkette,False,dünn,,1
URI,United Rentals,Industrials,11,0.0,0,,False,keine,0.7,1,lohnrecht,False,dünn,0.2,1,lieferkette,False,dünn,,0
UNH,UnitedHealth Group,Health Care,14,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
UHS,Universal Health Services,Health Care,15,0.0,0,,False,keine,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.2,1,lieferkette,False,dünn,,1
VLO,Valero Energy,Energy,36,2.4,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,23.12500000000027,3
VEEV,Veeva Systems,Health Care,10,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
VTR,Ventas,Real Estate,12,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
VLTO,Veralto,Industrials,14,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
VRSN,Verisign,Information Technology,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
VRSK,Verisk Analytics,Industrials,12,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
VZ,Verizon,Communication Services,18,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
VRTX,Vertex Pharmaceuticals,Health Care,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
VRT,Vertiv,Industrials,12,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
VTRS,Viatris,Health Care,32,2.4,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,1.0,1,arbeitssicherheit,True,eingeschränkt,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,50.0,2
VICI,Vici Properties,Real Estate,5,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
V,Visa Inc.,Financials,15,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
VST,Vistra Corp.,Utilities,39,2.6,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,63.22751322751323,2
VMRK,Vivmark Residential,Real Estate,4,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
VMC,Vulcan Materials Company,Materials,12,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
WRB,W. R. Berkley Corporation,Financials,4,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
GWW,W. W. Grainger,Industrials,10,0.0,0,,False,keine,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
WAB,Wabtec,Industrials,13,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
WMT,Walmart,Consumer Staples,28,1.5,3,"klimaziele, natur, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,2
DIS,Walt Disney Company (The),Communication Services,34,1.6,3,"ghg, klimaziele, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,0.0,2
WBD,Warner Bros. Discovery,Communication Services,10,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
WM,Waste Management,Industrials,33,2.4,4,"ghg, klimaziele, schadstoffe, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,33.888888888889646,2
WAT,Waters Corporation,Health Care,18,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
WEC,WEC Energy Group,Utilities,35,3.4,5,"effizienz, ghg, klimaziele, schadstoffe, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,26.455026455026456,2
WFC,Wells Fargo,Financials,23,1.6,3,"ghg, klimaziele, trend",True,belastbar,0.4,1,sozialbewertung,False,dünn,0.6,2,"greenwashing, lieferkette",False,dünn,14.285714285714292,1
WELL,Welltower,Real Estate,15,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
WST,West Pharmaceutical Services,Health Care,15,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
WDC,Western Digital,Information Technology,22,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
WY,Weyerhaeuser,Real Estate,38,2.8,5,"ghg, klimaziele, natur, schadstoffe, trend",True,belastbar,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,2.1,4,"greenwashing, lieferkette, regeltreue, zusagen",True,belastbar,0.0,2
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,17,0.3,1,klimaziele,False,dünn,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
WMB,Williams Companies,Energy,33,2.1,3,"ghg, schadstoffe, trend",True,belastbar,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,1.6,3,"greenwashing, lieferkette, regeltreue",True,belastbar,36.80555555555556,3
WTW,Willis Towers Watson,Financials,9,0.3,1,klimaziele,False,dünn,0.4,1,sozialbewertung,False,dünn,0.2,1,lieferkette,False,dünn,,0
WDAY,"Workday, Inc.",Information Technology,12,0.3,1,klimaziele,False,dünn,0.0,0,,False,keine,0.7,2,"lieferkette, zusagen",False,dünn,,0
WYNN,Wynn Resorts,Consumer Discretionary,6,0.0,0,,False,keine,0.0,0,,False,keine,0.2,1,lieferkette,False,dünn,,0
XEL,Xcel Energy,Utilities,30,2.9,4,"effizienz, ghg, klimaziele, schadstoffe",True,belastbar,2.1,3,"arbeitssicherheit, lohnrecht, sozialbewertung",True,belastbar,1.2,2,"lieferkette, regeltreue",True,eingeschränkt,,2
XYL,Xylem Inc.,Industrials,21,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.4,2,"arbeitssicherheit, sozialbewertung",True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
YUM,Yum! Brands,Consumer Discretionary,16,0.7,2,"klimaziele, natur",False,dünn,0.4,1,sozialbewertung,False,dünn,0.7,2,"lieferkette, zusagen",False,dünn,,0
ZBRA,Zebra Technologies,Information Technology,15,0.3,1,klimaziele,False,dünn,1.0,1,arbeitssicherheit,True,eingeschränkt,0.7,2,"lieferkette, zusagen",False,dünn,,0
ZBH,Zimmer Biomet,Health Care,23,1.1,2,"klimaziele, schadstoffe",True,eingeschränkt,1.7,2,"arbeitssicherheit, lohnrecht",True,belastbar,0.7,2,"lieferkette, zusagen",False,dünn,,1
ZTS,Zoetis,Health Care,12,0.8,1,schadstoffe,True,eingeschränkt,1.0,1,arbeitssicherheit,True,eingeschränkt,0.2,1,lieferkette,False,dünn,,0
